微博URL	微博内容	发表时间	UID	昵称	评论数	转发数	是否原创	是否包含图片	是否包含短链	发布来源
http://api.t.sina.com.cn/2219436372/statuses/3592481239300785	今天在电视剧《门第》里面，大概是30多集的时候，罗小贝在给佟大为扮演的何春生说，我给孩子买了一台雅马哈钢琴，找了好老师给上课。。。后面还专门有人送琴上门，一看，真的是雅马哈。搞得我还小激动了一把，看来琴好名气大是一方面，我还真被这公司洗脑了，这品牌荣誉感真是有点强。。。@恒熙smile	2013-06-23 22:28:55	2219436372	不可思毅007	13	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3592475409337923	看了《中国合伙人》，让我想起我大学时代的好友，有如徐小平一样的团委师长，也有个班上的班长，不叫王强叫吴强，有那时特文艺特有青春热情和朝气的我，还有几个巨铁哥们，也有如俞敏洪一般务实的肯干家，大家都抱着...(www.changweibo .com,第6462131条@长围脖）	2013-06-23 22:05:42	2219436372	不可思毅007	0	0	True	True	False	分享按钮
http://api.t.sina.com.cn/2219436372/statuses/3592454689406132	Thundering，it's  rainning！！	2013-06-23 20:43:24	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3591719679896970	事情再棘手再麻烦，唯有保持自己内心的淡定和平和，才有霍然开朗的时刻，一个男人在这个世上就是为了去担待生命赋予之重，快乐也好，不快乐也好，压力也好，愤怒也好，都是一场历练，天空不会因为某个人而改变它的阴霾或晴朗，路在前方延伸，我们也从不停止步伐。这是岁月的盛会，每个时辰给不同感悟。	2013-06-21 20:02:44	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3591609004459720	去杭州工厂路上，看到超高货车把限高铁架都刮倒了。。。@恒熙smile 	2013-06-21 12:42:58	2219436372	不可思毅007	1	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3590899458165599	会议开始@恒熙smile 	2013-06-19 13:43:29	2219436372	不可思毅007	0	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3590616443446219	有奖竞猜，这位遮脸粉红红谁？如此能吃，今天晚餐干掉了6~7盘。。。据说还将吃2盘以上。。。猜猜有奖了，过关提示：不是繁姐。。。哈哈	2013-06-18 18:58:54	2219436372	不可思毅007	12	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3590575146538401	阳光，碧海，盛会，激情，未来。。。	2013-06-18 16:14:47	2219436372	不可思毅007	3	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3590519886424511	 一年一度的雅马哈全国重要经销商大会在深圳大梅沙喜来登酒店隆重召开，雅马哈立式白色钢琴炫目登场，延续125年荣耀的乐器世界王者雅马哈将在未来历程带给中国音乐爱好者更多惊喜。会议现场美轮美奂，大海听音，震撼音乐中国梦。@雅马哈钢琴乐器 	2013-06-18 12:35:10	2219436372	不可思毅007	0	9	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3590286125510357	今天吃到了我觉得超好吃的小龙虾，不是上海人做的盱盱小龙虾，是四川人开的，听说我和中哥来自成都，专门加辣了些，真是太好吃了，两人干掉5斤，舌尖微麻，齿间留香，一对比，什么虾满堂，小胖虾，都弱爆了，哥明天出差深圳，等哥回来带你们来这家吃哈，还是老乡，绝对巴适@恒熙smile @Kerry_Kousyoku	2013-06-17 21:06:17	2219436372	不可思毅007	6	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3590161587702218	上海一下子就热了，出去走一圈，一身汗。。。@恒熙smile	2013-06-17 12:51:26	2219436372	不可思毅007	2	0	True	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3589979726553700	笑惨。。。哈啊哈，瓜娃子们。。。@恒熙smile @YOYO的下午茶语 @慢拖思_佳 @欣欣的碎碎念 @黄恍惚惚V @小璇CC @袁鸿n剧场 @大胃小公主 @康桥译哥 @小P还真亮 @LV-大人 	2013-06-17 00:48:48	2219436372	不可思毅007	0	0	False	False	False	iPad客户端
http://api.t.sina.com.cn/2219436372/statuses/3588181230444497	如果你有机会种植出一颗西瓜，你会发誓绝不养一只哈士奇。。。哈哈哈哈哈	2013-06-12 01:42:13	2219436372	不可思毅007	2	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3588151962941827	突然发现我们家老辈子还真是多呢。。。哈哈	2013-06-11 23:45:54	2219436372	不可思毅007	0	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3588138599840888	一家人团个端午，很是开心，也确实难得，可惜成都的小龙虾实在跟上海的没法比。。。不过其他川菜以味道取胜，不错。。。	2013-06-11 22:52:47	2219436372	不可思毅007	3	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3587722105570590	今天是看了好多娃儿哦，有杨廷贤8个月的儿，有胡宗楠和陈欣欣的一个月的女，都好可爱，让哥前所未有的父爱泛滥，正好哥整了一浪奔头，哈哈，熟男一枚抱娃娃。。。@恒熙smile @欣欣的碎碎念 @奥特MAN2012 @peggy羊喵 	2013-06-10 19:17:49	2219436372	不可思毅007	8	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3587607319944953	这是我觉得中国最强音里面最有民气最有小份儿最值得成为国民大叔的歌手，却遗憾在下一轮因为赛制而被淘汰。。。http://t.cn/zH7ncVO	2013-06-10 11:41:42	2219436372	不可思毅007	0	0	True	False	True	iPad客户端
http://api.t.sina.com.cn/2219436372/statuses/3587221674742184	大眼哥带上眼镜就不会显得眼睛大了。。。@恒熙smile	2013-06-09 10:09:17	2219436372	不可思毅007	1	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3586858242265467	哈哈。。。@恒熙smile @小璇CC @peggy羊喵 @欣欣的碎碎念 @Asshole87 @奥特MAN2012 @布丁猫猫猫 @CUIT向日葵剧社 @大胃小公主 @成都牙尖帮 @韩国华医生	2013-06-08 10:05:07	2219436372	不可思毅007	3	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3586475927438846	没啥好说的，大爱成都。昨天同事还问我，全中国最爱哪座城市，我说，北京不欢，上海不喜，最爱成都。虽然5年2次地震，但成都不过慢摇吧，让城市改造进展更快，唯一觉得日本人纯傻，居然把领事馆建在重庆，民国思维。。。@恒熙smile @欣欣的碎碎念 @peggy羊喵 @艾米琪琪 @小璇CC  //@成都扯把子:[酷]	2013-06-07 08:45:56	2219436372	不可思毅007	10	2	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3586173073177857	上班。。。。。。。。累。。。。。。。。。。@恒熙smile	2013-06-06 12:42:30	2219436372	不可思毅007	2	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3585817895023222	为了保证下午会议不瞌睡，哥把神仙水的配料全部翻了倍放。。。@恒熙smile	2013-06-05 13:11:09	2219436372	不可思毅007	21	0	True	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3584481506386792	这货牛叉。。。 //@孟意明:这货不是袋鼠，这货是阿诺鼠华辛力加！[嘻嘻]	2013-06-01 20:40:50	2219436372	不可思毅007	0	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3584371770482506	苹果手机居然可以用语音发信息。这条微博是我说话发出的信息。我实在太钦佩乔布斯了。你会发现，苹果手机里，有很多你不知道的新鲜事情。而且这个功能的辨识度很高。大家都可以试用一下。如此的方便，如此快捷。@恒熙smile @小璇CC	2013-06-01 13:24:47	2219436372	不可思毅007	9	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3584175007762259	其实说实话，我和你一样想要儿子，但是出发点可能不太一样，因为我发现只要懂事，儿子的使命感还是要强很多，他对于家族的归宿感一般还是要强很多，自从上次胡老板在我面前砸出他们那个明朝家谱后，我就一直琢磨着一定要把沈家家谱从我身上续下去。哈哈。可惜呀，老胡同志生的是闺女呀@恒熙smile	2013-06-01 00:22:56	2219436372	不可思毅007	0	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3584172289666095	有时候，跟家人在一起，你会有一种莫名的感动，聊着父母，聊着童年，聊着现在，一家人一个血脉，当你未来有了儿子，你可以告诉他，我们的根在哪里，祖宗在哪里，这就是中国人，文革让中国人断了祖宗的根，但其实我们血脉里是流着的，我们应该去找回来，应该。@恒熙smile @peggy羊喵 @欣欣的碎碎念	2013-06-01 00:12:05	2219436372	不可思毅007	4	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3584052621326604	现在对于梦想都在给孩子们一个较为错误的引导，就是梦想就一定要很宏大一定要很辉煌，但实际上，就像一只小小鸟，其实能飞翔就很好，不一定要飞得多高，能吃饱就好，不一定要多好，过度放大梦想(详见长微博) ...  http://t.cn/zHaoMBU  （分享自 @长微博工具）	2013-05-31 16:16:35	2219436372	不可思毅007	1	0	True	True	True	分享按钮
http://api.t.sina.com.cn/2219436372/statuses/3584011106403044	两个纯傻老呆鸟。。。笑死哥了。。。//@地球都哭了: 哈哈，点开视频一看， 笑崩[哈哈]	2013-05-31 13:31:38	2219436372	不可思毅007	0	0	False	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3583249340941998	急性肠胃炎后，我上班对毅哥"神仙水”配方进行了微调：增加了一些黄冰糖的使用，去掉了野菊花，保留了金银花，冰糖的作用：补中益气，和胃润肺；野菊花性微寒，可伤脾胃阳气，故脾胃虚寒者不宜用；金银花自古被誉为清热解毒的良药。它性甘寒气芳香，甘寒清热而不伤胃。可用。	2013-05-29 11:04:39	2219436372	不可思毅007	6	0	False	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3583038572857767	对病情恨得咬牙切齿，哥只想大声说：饿得哥想吃人肉。。。@恒熙smile 哈哈	2013-05-28 21:07:06	2219436372	不可思毅007	0	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3583011612364472	现在的姑娘们还是要穿保守一点哦，地铁里一大叔就那么眼睛直直看着旁边的红衣小姐的胸口。。。@恒熙smile @慢拖思_佳 @Ami爱曼联 @管不着小姐_ @大胃小公主 @芙蓉姐姐 @李艾 @peggy羊喵 @桑小桑_EL@傻熊	2013-05-28 19:19:58	2219436372	不可思毅007	10	2	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3582658405847448	再次确认，哥又一次被急性肠胃炎打倒，唉，只能喝粥了，面对医生开的药，哥对自己说：伙计，该吃药了。。。哈哈@恒熙smile 	2013-05-27 19:56:29	2219436372	不可思毅007	6	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3582309288882216	居然真的生病了，整个头皮加胳膊加大腿小腿，抽痛感不断增强，甚至会达到难忍的状况，nnd，一下午，捂在被子里出了一身汗，疼痛感略微轻一点，但现在又开始难受了，脑袋也又开始发烫，想到明天还要一早起来去上班，真是更加难受。。@恒熙smile	2013-05-26 20:49:13	2219436372	不可思毅007	0	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3582202841414434	这两天不知道怎么了，浑身肉痛。。。	2013-05-26 13:46:12	2219436372	不可思毅007	0	1	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3581556931327023	这休的什么毛线，国家安排假日的假日办，脑壳有包，连续上7天，休3天，然后上2天，又休2天？你说这叫怎么一个神的安排？远在外地的，要如何安排？靠。。。爷爷的。。。@恒熙smile	2013-05-24 18:59:35	2219436372	不可思毅007	1	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3581538149088755	不记得哪个朋友给我说，朝鲜就是中国对抗美日的探路石，我就觉得是完全扯蛋的，金三胖就是一个玩独裁坏东西，中国对朝鲜的对话根本就处于失控状态，对于一个独裁政府，谈友谊就是自欺欺人，分分钟钟玩弄老大哥，今天派特使示好，明天拿到好处就翻脸，金三胖想当的是皇上，对他好的，他总对付成了太监。	2013-05-24 17:44:58	2219436372	不可思毅007	10	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3581464770202360	杭州工厂午餐，无论中国人，日本人，不管你什么级别，即便总经理，全部都在工厂食堂一起一个标准吃饭，饭菜分 4类选择，餐后还有水果吃。杭州工厂一个中午食堂将分4批接纳2500人用餐。@恒熙smile 我把饭菜吃得干干净净。。哈哈	2013-05-24 12:53:23	2219436372	不可思毅007	5	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3581418032768445	杭州萧山雅马哈钢琴工厂。。。@恒熙smile 我在这里:http://t.cn/zjJ2BkF	2013-05-24 09:47:40	2219436372	不可思毅007	5	0	True	True	True	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3581379789149111	更早动车。。。@恒熙smile	2013-05-24 07:15:43	2219436372	不可思毅007	0	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3581198028775792	行走，仰望，奔流，那夜的莺歌，如心的周游，海上，上海，归处，是乡愁。。。@恒熙smile 	2013-05-23 19:13:25	2219436372	不可思毅007	4	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3580888501278422	实在忍不住了，先上图两张。其余月底杀出。。。旁边站的家伙是个台湾仔，我们这叫预祝中国早日完成统一大业！！哈哈。	2013-05-22 22:43:31	2219436372	不可思毅007	5	0	True	True	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3580859565387894	真的呢，不过哥好像是20年前这样的。。。奶奶的，那时真是挡都挡不住的废寝忘食呀，超级玛丽，魂斗罗，坦克1990，俄罗斯方块，彩京1945。。滚铁环，抽牛牛，扇画片，逮龙虾，偷扣件，爬假山，自己用试卷糊的纸风筝。。 //@天天嗨翻你:就是这样过	2013-05-22 20:48:32	2219436372	不可思毅007	0	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3580853081309572	这样带着眼镜的我，是不是确有几分书卷气。。。哈哈@恒熙smile @Ami爱曼联 @艾米琪琪 @奥特MAN2012 @Ben_斌少 @布丁猫猫猫 @大胃小公主 @海外婚礼_Shirley @Kerry_Kousyoku @le_petit小如如 @孟意明 @慢拖思_佳 @男洋	2013-05-22 20:22:46	2219436372	不可思毅007	33	1	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3580692627695105	有时候你会发现，工作真的多到夸张得你不可以多想，一整理要同时进行的项目内容，哥只剩下倒吸凉气了。。。。。。@恒熙smile	2013-05-22 09:45:11	2219436372	不可思毅007	1	0	True	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3580297628736103	早起，已经在候车准备。。。@恒熙smile	2013-05-21 07:35:36	2219436372	不可思毅007	6	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3580039603461839	我成了一个黑娃。。。@恒熙smile @Ami爱曼联	2013-05-20 14:30:16	2219436372	不可思毅007	6	0	True	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3579697764016717	先发老谋子的答柴静问一组图，轻声告知哥的回归。。。@恒熙smile	2013-05-19 15:51:55	2219436372	不可思毅007	0	0	True	True	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3577481548487927	好吧，我承认我相当喜欢。。。 //@雯蚊egyoannaL:@不可思毅007	2013-05-13 13:05:28	2219436372	不可思毅007	1	1	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3577469053887404	若我有女儿，我就是这样的爸，就是我，就是我，哈哈。。。@恒熙smile	2013-05-13 12:15:50	2219436372	不可思毅007	4	1	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3577120657938677	这个牛叉。。。	2013-05-12 13:11:27	2219436372	不可思毅007	0	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3576677089224158	那刻双眼，那时难眠，上海，上海，清晨，夜晚，有时思念，有时缱绻，最是遥远，最是流年。。。@恒熙smile 	2013-05-11 07:48:51	2219436372	不可思毅007	0	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3576320594414171	沉默，转。。 //@于建嵘:问题的关键的确如此！如何制约权力，是今天中国最大的难题。 //@图尼亚:唯法制为唯一正确的道路。但是，守法思想却是执法者能够窒息的东西。也就是，执法者是违法者、反法者，这是最大的现实和难以改变的症结。	2013-05-10 08:12:17	2219436372	不可思毅007	0	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3576121662875166	 整个猛的练练EOS5D。。。@恒熙smile 	2013-05-09 19:01:48	2219436372	不可思毅007	5	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3575850736096421	妈的，太巧了，今天我跟老孟一起喝酒，居然他也被这个鸟人骗过，我也被骗过，就是这家伙，他当时在成都电视台工作，长得还可以，跟我攀老乡，没想到借钱不还，他当时说他女朋友打胎没钱，我就借他了，后来这人就消失了 //@孟意明:我认识的人里也有一个宿迁人，也是个骗子。他叫叶磊，毕业于川音。	2013-05-09 01:05:14	2219436372	不可思毅007	0	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3575821736548237	我用#K歌达人#iPhone版演唱了《鬼迷心窍》，快去听听啊！  唱得有点恐怖。。。 http://t.cn/zTQi9fF	2013-05-08 23:10:00	2219436372	不可思毅007	2	0	True	False	True	K歌达人iPhone
http://api.t.sina.com.cn/2219436372/statuses/3575765075712739	来吃吧   #美图秀秀随手拍#@恒熙smile 	2013-05-08 19:24:52	2219436372	不可思毅007	9	0	True	True	False	美图秀秀iPhone版
http://api.t.sina.com.cn/2219436372/statuses/3575705499150260	自从喝了哥秘制的“神仙水”后，基本上以前中午吃完饭后，极困的状态，居然消失了。。。！！！//@不可思毅007: 神仙水虽然强大，但还是挡不住忙碌一天后那种完全身心俱疲虚脱的困乏感。。。	2013-05-08 15:28:07	2219436372	不可思毅007	11	1	False	False	False	360浏览器超速版
http://api.t.sina.com.cn/2219436372/statuses/3575666287238473	我用#K歌达人#iPhone版演唱了《梦醒了》，快去听听啊！ 昨晚一个人在房间里嚎出来的，见笑了。。。哈哈 http://t.cn/zTHu0Sb	2013-05-08 12:52:18	2219436372	不可思毅007	0	0	True	False	True	K歌达人iPhone
http://api.t.sina.com.cn/2219436372/statuses/3575393422607844	看这是谁的苹果娃娃？@恒熙smile	2013-05-07 18:48:02	2219436372	不可思毅007	0	0	False	False	False	iPhone客户端
http://api.t.sina.com.cn/2219436372/statuses/3575362602986097	为了抵抗疲倦，为了保有好的精气神，哥的抽屉里藏了好多“大自然”，嘿嘿，稍微一组合，就能生产出“神仙水”。。。@恒熙smile	2013-05-07 16:45:32	2219436372	不可思毅007	3	0	True	True	False	iPhone客户端
